,name,rating,date,upvotes,review
17,Julia,1,"November 5, 2019",0,"Die Fahrzeiten stimmen nicht.Die Bahnen fallen aus, ohne dass es angezeigt wird. Verspätungen werden oft falsch angezeigt. Besser geht man zur Station, um sich selbst zu überzeugen. Ich fahre mit der Linie 16."
18,Fabian Haendel,3,"August 10, 2019",0,credit card payment Methode geht nicht. was ist da los?
19,M Sana,1,"April 13, 2019",0,Die Suche dauert manchmal bis zu 45 Sekunden und dann kommt eine Fehlermeldung. Ich habe eine 100Mbit Verbindung also liegt es nicht daran. Schade eigentlich
20,Gera Perl,3,"February 11, 2019",0,"Leider kann man die Sprache dieser App nicht unter Einstellungen festlegen. Ich habe ein Dual-SIM Gerät mit Englisch und Deutsch als Systemsprachen, da ich viel Zeit in den USA verbringe. Wohl darauf basierend wählte die App einen kruden Mix aus Englisch und Deutsch je nach Sub-Menüs, was ziemlich verwirrend ist. Ich würde am liebsten eifach Deutsch einstellen, doch dafür gibt es keine Möglichkeit.."
21,Da Niel,1,"January 30, 2019",3,"Keine separate Abfrage des Passworts bei Ticketkauf mehr (neues System). Im alten System war es möglich, nicht ständig eingeloggt zu sein. Wer zahlt bei Missbrauch nach Handydiebstahl?"
22,Fedi P,1,"September 4, 2018",2,Useless
23,Anthony Sandle,1,"April 17, 2018",5,"Wie jeder andere, mein Problem ist mit den Tickets. Sie werden mir sagen, 
ich soll mich bei der kvb melden. Tun Sie das bitte nicht. Sorgen Sie bitte 
einfach dafür, dass das Produkt, was Sie anbieten, funktioniert. Egal, wer 
das Ticketmodul ausgibt: es kann nicht sein, dass Sie ein so fehlerhaftes 
Produkt anbieten. Wenn das Ticketmodul nicht funktioniert, dann streichen 
Sie es von der Ausstattung und informieren Sie die Kunden, dass sie vorher 
eine Karte am Automaten lösen müssen. Meine Geschichte: bei der Hinfahrt: 
erstmal zwei völlig korrekte Kreditkarten abgelehnt, nach ewigem Warten 
hats mit einer dritten doch geklappt. Bei der Rückreise: ich wurde gebeten 
eine PIN einzugeben; ich hatte aber keine und mir wurde niemals eine 
mitgeteilt. Habe versucht mich neu zu registrieren -ging nicht, da 
Telefonnummer schon vorhanden. Habe die Kontoeinstellungen gefunden, habe 
versucht mir bei ""pin vergessen"" zu helfen. Habe alle Sicherheitsfragen 
abgeklappert und wahrheitsgemäß beantwortet (obwohl ich natürlich kein 
Konto habe) aber das app hat mich abblitzen lassen. Habe es letzten Endes 
geschafft, in dem ich alle Daten gelöscht habe und noch einmal von neu die 
Kreditkarte eingegeben habe (was ich vorher nicht durfte). Irgendwann hatte 
ich doch eine Fahrkarte. Das Problem ist nicht neu, siehe einschlägige 
Kommentare. Kommen Sie zur Potte und lassen Sie es lösen! Bescheuert."
24,Galina Zhiltsova,1,"April 24, 2018",4,"You cannot buy any tickets with this app, very sad and useless"
25,A Google user,1,"February 7, 2018",3,Absolutely unreliable for ticket purchase since authentication with the server is almost never working. My account got banned due to the failures of the authentication servers.  Can't recommend
26,Jörg Müller,2,"December 9, 2017",7,Nice for planning a route but can't be relied on for buying tickets. Doesn't remember user data despite login in and very often the ticket system has a 'technical error'.
27,Jamie T,1,"November 13, 2017",4,I'm a non-eu person attending classes in germany. This app only accepts credit card payments that are associated with a billing address within the EU. Please change your payment and billing address options to include countries outside the EU.
28,Divya Sheth,2,"September 4, 2017",4,I am not able to purchase ticket through mobile phone billing option.So I got caught due to this
29,I. Wagner,1,"February 26, 2019",0,"Ticketkauf ohne PIN/Passwort möglich. Mehrfachkauf möglich, obwohl Tickets nicht übertragbar. PayPal nicht auswählbar. Legitimationsmedium nicht mehr auswählbar. Starthaltestelle muss jedes Mal manuell gewählt werden statt durch Lokalisierung oder aus Favoriten. Man soll von Handyticket ""ganz einfach"" wechseln können, aber Wechsel scheint komplette Neuanmeldung zu sein. Unklar, warum es im VRS diverse Apps zum Ticketkauf gibt u. nicht einfach 1 gute. ""Live"" Abfahrtzeiten stimmen sehr oft nicht."
30,Daniel Grabowy,1,"February 3, 2018",1,"Es ist ein Systemfehler aufgetreten. Bitte wenden Sie sich an den Betreiber. Ich konnte genau 2 Tickets kaufen, danach gab's nur noch diese message wenn ich ein Ticket kaufen möchte."
31,Esko Salo,1,"November 2, 2017",0,"This app has worked twice during last 3 months. Other times error occurs after selecting ticket and trying to pay it. Tried to reinstall many times, doesnt help."
32,A Google user,5,"August 30, 2017",1,"Danke, dass ihr das Berechtigungskonzept umgestellt habt. Seitdem benutze ich die App und bin sehr zufrieden."
33,hsh ghshsh,1,"July 28, 2017",0,Schnauza
34,Der Mateng,3,"July 19, 2016",2,Verbesserungspotential
35,ColdMinded Fox,1,"September 9, 2016",0,Unnötige APP
36,Nora Leuschner,4,"March 9, 2016",0,"Hi. Ich habe ein ""neuseeländisches"" handy, das automatisch alles auf englisch speichert/runterlädt. Kann ich die app irgendwie manuell auf deutsch ändern? Danke"
37,Githui Kariuki,5,"March 14, 2016",4,"Accurate, Precise"
38,Shahzad Anjam,4,"January 23, 2016",0,Only for older version
39,Alen Ladavac,4,"September 3, 2015",0,"Cannot buy mobile tickets using online payment, only through some kind of registration that seems to require a German account. So as a foreigner you need to still buy tickets physically on vending machines, and only using coins. Otherwise, it's a great app for navigation. The UI could be more fluid, but it does the job."
40,Anupam Ashish,3,"September 2, 2015",1,No current information integration
41,Moritz Höwer,5,"March 12, 2015",2,Endlich das Design geändert
42,Till Pfaff,3,"October 28, 2014",0,Design nicht zeitgemäß...
43,Ingo Steinke,5,"September 23, 2014",0,Besser als die Bahn
44,A Google user,3,"November 29, 2014",0,Cool
45,Sri Harsha,4,"January 24, 2015",0,Harsha
46,Radha Krishnan,5,"August 23, 2014",0,Radhakrishnan
47,A Google user,4,"March 30, 2014",0,Would not work
48,Ashraf Ghoneim,5,"March 30, 2014",0,Works perfect
49,A Google user,2,"April 7, 2013",0,"Funktioniert größtenteils zuverlässig, mag aber genau die Haltestelle vor meinem Haus nicht. Jedes mal wenn ich ""Friedrichsruh"" eingebe, was der exakte Haltestellenname ist, macht der mir da ""Friedrich-List-Gesamtschule"" draus :/ Außerdem bekomme ich teils auch so tolle Routenvorschläge bei denen mir empfohlen wird eine Haltestelle in die entgegengesetzte, falsche Richtung zu fahren und dann den gesamten restlichen Weg zu Fuß zu gehen. Für soetwas brauche ich sicherlich keine 9mb große App."
50,T Polley,1,"January 1, 2013",1,Displays incorrect and far away schedule
51,A Google user,2,"September 15, 2012",0,"First of all, it's excessively huge. Once you have it, it turns out you can't buy tickets and worst, the search only works after the program crashed first. The map is something you could have saved locally and used an image viewer for it. Their site is also quite bloated, but at least their core business usually works (buses get you around, eventually)"
52,A Google user,5,"April 20, 2011",0,Absolut empfehlenswert. Beste Verkehrsinfo app die ich gefunden hab. Recht groß aber kein Problem dank app2sd
53,A Google user,4,"February 20, 2012",0,"Die leicht antiquierte Bedienung ist gewöhnungsbedürftig. Was mich jedoch ärgert: Warum erhalte ich nur Verkehrsmeldungen aus dem Bonner Raum, nicht aber aus Köln? Gerade jetzt zu Karneval habe ich auf aktuelle Informationen gehofft. Jedoch wird die alternative Route bei der Verbindungssuche auromatisch berechnet. Also okay."
54,A Google user,4,"May 19, 2011",0,"Klasse!! Besser, wenn es die Gleise gibt, aber schon gut."
55,A Google user,5,"April 19, 2011",0,Klasse sehr gut daume hoch.
56,A Google user,4,"September 19, 2012",0,Danke!
57,Fernando Zuñiga,2,"June 9, 2018",0,"It simply doesn't work. I bought one ticket and went fine, but when I tried 
buying the return trip It said I had to enter my pin, which I had but every 
time I entered it it said system error. I don't know why I would use this 
app when I can buy my tickets with the db app"
58,Katarina Klepac,1,"December 8, 2015",0,"I'm waiting for I don't know how many days in a row for beloved 601. Although there are plenty of them in your app, I am lucky if one appears before I freeze to death."
59,Karl-Michael Schneider,1,"January 19, 2019",1,In dem neuen Handy Ticket System kann man sich nur noch mit einer deutschen Adresse anmelden. Eine Registrierung für Leute mit Wohnsitz im Ausland ist damit nicht mehr möglich. Das macht das Bezahlen unnötig kompliziert.
60,A Google user,4,"January 9, 2012",1,Pretty good.
61,Madmatti94,4,"December 31, 2016",0,Allgemein ziemlich gute App
62,Jeff O,4,"January 3, 2020",0,Es ist ok. Aber manchmal es gibt mir Verbindung das ich garnicht brauche oder nicht logisch
63,Peter Müller,1,"December 29, 2015",0,Anbindung an MobileTicket verbuggt
64,Monica Helmes,5,"June 7, 2014",0,"Besser wie die app der swb, laedt schoolers und ist sehr praezise."
65,Hassan Askari,4,"March 6, 2015",0,Sehr Gut
66,Ehsan AKIPOOR,5,"September 24, 2016",0,ون
67,A Google user,1,"November 21, 2012",0,Install fail
