,name,rating,date,upvotes,review
23,F. Christoph,1,"February 24, 2020",8,"give us an option to disable the map and just open favorites directly without having to click on it and scroll up, was perfect in qando... terribly bloated!"
24,Michael Lux,1,"March 4, 2020",5,"To manage your ticket purchase, its great. Compared to quando, trip management, this app is useless"
25,Lizette Navarro,1,"March 7, 2020",0,"I cant see Sbahn anymore neither to a marked them as favourite. Definitely staying w Qando as long as possible! The app keep asking for permission to see my contacts info, why is this needed?!"
26,Andrii Velychko,4,"February 19, 2020",0,"Could you please add ""Quick map"", just like in Qando? I'm using it quite often."
27,sanja gajic,1,"March 30, 2020",2,Bring back qando!! We dont like this.. UI is awful..
28,Sarmad Khan,1,"March 31, 2020",2,Qando Wien much better this app is very poorly not easy to use
29,Ion Miscisin,2,"May 26, 2020",0,why can't one sort by time in monitor?!
30,N. Koller,1,"May 11, 2020",1,"So much less user friendly than Quando. I don't think it is necessary to have the map of where you are as the first thing you see. Instead of having to swipe up to see the stops, this should be the initial view. And, as far as I can see, there is no option to have it open on your favourites."
31,Cristian Iorga,5,"March 12, 2020",1,Gute App. Google Apps + Quando in einem.
32,Florian Geiger,2,"December 29, 2019",3,Very unstable and buying a ticket takes too long with many steps the sometimes break at the last step of payment. Really great idea (in theory) but right now it cannot even show me any route with public transport (temporary problem?). Also for me only storing one payment method is also not enough when using it for private and business reasons. Unfortunately for buying tickets mobile this is the only way.
33,Iryna Svedovetska,1,"April 15, 2020",1,"Cant even download. The procedure is in progress for about 2 hours. The internet connection is ok. It is not the reason. I do have enough, this is also not the reason. May I use the older version? This is horrible if I even can't manage installing"
34,Jakub Mandula,1,"January 3, 2020",16,"User experience is terrible for the tickets. It does not let you autofill you credit card details so you are forced to always type them or copy them manually. And now I bought a day ticket, it took money from my bank but the app crashed while it was loading and now the ticket is not showing up. No confirmation email but the money is gone. Totally useless. If you need to buy a ticket in a pinch it will let you hanging. Now I am not sure if I can get on the train or not and miss my appointment..."
35,Maddy Barnes,1,"March 9, 2020",2,This app is awful. Why are you retiring a perfectly functional app for a worse one?
36,Okoh Emmanuel,1,"April 16, 2020",1,Quando was better you can even identifie how many stop the train drive 🤬🤬
37,Iva Ivaiva,1,"March 7, 2020",1,"I'm finding it really stupid to replace something that work, with something not even better"
38,Boris Rewald,3,"January 11, 2020",3,"Compared with quando, I have noticed that the reported arrival time of the 10A is given wrong fro several stations and in the widget. Thus, the app does nt seem to be as reliable as quando yet, although the concept of integration div. Mobility types is much better"
39,Arnold Lovas,1,"January 16, 2020",4,"Many times my yearly ticket disappeared (I see something from 2016), they almost punished me because of that. I have tickets since 2016, the refresh button does nothing, logoff login did not help."
40,Colette Tan,2,"October 15, 2019",2,"EDIT: Although I had great difficulties with the app the first day and a half, the issue has been resolved and I have added one more star. __ I bought a 72 hour ticket with airport transport from your mobile app shop. However, my app has been hanging and unable to load anything since yesterday night. It has been 12 hours and I am unable to view my tickets, which I need by Tuesday noon. I have re-installed my app countless times to no avail. I even restarted my phone. Extremely disappointed."
41,Robert Jacobi,3,"September 1, 2019",4,"Unfortunately, the ticket syncing is unreliable and I constantly lose the information for my yearly ticket. Also the syncing fires multiple times a day and needs too much time on my Huawei. Other than that, the design is really nice and modern, although it takes some time to get used to this app and know how to handle the information properly."
42,ivan c,2,"November 7, 2018",2,"Cannot see my yearly ticket in the app although I got the ticket few weeks ago. I followed the instructions on the internet, tried to log out / log in, reinstall..but still no card. I called them and got an answer just to follow the instructions, although I tried to explain I did. Sent them an email with a detailed description of an error with a screenshot few weeks ago but still no answer. Edit: made a contact as suggested in reply and followed instructions and no problems more (and gave a little bit better review). But you should improve UX on that. Thank you for answer"
43,Georgios Halkias,3,"September 11, 2019",2,"It is very problematic with the tickets. I bought my new Jahreskarte a week ago and still nothing appears on the app, plus all previous payments (i.e. history) have disappeared. To make things worse, Wiener Linien hasn't even sent me the physical card... I have sent them 3 emails and no reply yet. [EDIT] After ~ 2 weeks it finally works. Still, not satisfied with responsiveness and communication."
44,Jasenko Ramljak,2,"February 4, 2020",0,Idea is good but the app keeps logging me out and once i log in the tickets button stops working and I can only reach my ticket via the tickets menu. Once that's fixed I'll update my review.
45,Bassileios,1,"September 25, 2019",7,"I don't understand what are trying to accomplish with this app. Most of the features that the app provide are not needed since there better apps that provide navigation and transit times. The UI is not user friendly, it's just over engineered. From my usage I only needed the app to buy tickets (which is the most important feature) but unfortunately it doesn't work most of times even they charged me the ticket price twice when I tried to buy it using Master Card."
46,Lev Lafayette,1,"November 9, 2019",9,"This app lacks basic sanity checks and unit testing. When a 72 hour pass is purchased with return airport tickets, it automatically assumes that the airport tickets are for the day or purchase, rather than the day of the pass. This is an insane assumption, and worse still it cannot be changed. Seriously, this is the worst app I have ever had to use. Shame on you Vienna for even releasing this broken application to the public. EDIT: My partner has installed this app as well. It took her money, but the app keeps crashing, and when it finally opens it won't display the tickets. THIS IS A TERRIBLE APP THAT SHOULD NOT BE RELEASED TO THE PUBLIC. IT SIMPLY DOES NOT WORK. NB: Ignore the comment from the shill below. They WILL NOT refund you. This software is broken."
47,Anna F.,4,"February 12, 2020",2,"Works well. Once I paid but it didn't give me my ticket. Emailed support and for the ticket. Overall it's well made, but the payments systems isn't well integrated with the rest."
48,Foo Bar,2,"January 8, 2019",1,"Bad UX, not enough alternative routes, for my main connection every route is with tram 2, bad luck if the ring is blocked, in this case there is only a small yellow ! showing you that every route shown is unusable. If your annual ticket subscription is renewed it does funny things in the ticket view. The new card is shown as not downloaded, then it ""downloads"" and just disappears, after the old ticket expired it showed ""no tickets"" for some time until it finally found the new ticket."
49,Sandra Mayer,1,"June 2, 2019",5,"The UI is pretty bad, especially when coming from the qando app. You click on tickets there and have to select tickets again in the wienMobil app. Payment data is not remembered, has to be re-entered over and over again. Payment did not work. My payment app saud, it was successful, but the WienMobil App said an error occured and did not show a ticket! I had to buy a paper-ticket in addition! I'd uninstall immediately, but will wait to be able to prove I didn't get a ticket despite payment."
50,Thomas Andessner,4,"October 7, 2019",7,App works fast and quite good. I use it now for over 2 Years. The problem is that when I open another app after sometimes my chosen rout is deleted and I have to insert the datails again. Another thing is that the application doesn't show the platform (for example local trains from ÖBB) the train is leaving. You can not buy tickets for a whole trip for example a trip from Vienna to a surrounding village.
51,Richard Varga,2,"November 20, 2019",2,"Dear dev team, Panel on the top of screen ""Downloading resources"" or ""Ticket synchronizatiin"" appears very often and blocks the place where one can tap to look up destination for some 20 seconds, which gets quite annoying. Especially when user has Jahreskarte, what is the app synchronizing so often for such a long time (on 4G internet)?!?! Please fix this bug ASAP. Thanks."
52,Bogdan Kharchykov,1,"September 12, 2019",4,"How is it possible that one of the best public transportation networks in the world has one of the worst ticketing app? Every 2-3 months I give this app a chance, and it ends the same way: if for any reason you move away from the app, for example to read the TAN-SMS, your money get booked from the card, no ticket gets issued and you have to start your journey with support. Worst experience ever."
53,Csaba Salat,1,"September 18, 2019",2,"never works when it's needed, always bring your card with you. update: yes, today it didn't work at all and the error message was clear, so it's okay, happens.. The problem is the following: when the inspector asks me to show my ticket, I can't use this, because it takes ages to load."
54,Razvan Pencu,3,"October 16, 2019",1,"Buggy. Worked fine when buying the tickets, which from the reviews seems to be an issue in itself, but stuck when opening next time. I assume, hopefully, that printed tickets are valid, I will have to check when using them. Update: started to work after couple of days, even the tickets buying was ok. Needs ""tinkering""."
55,Vdhdhd Benend,1,"December 27, 2019",19,"as a foreigner for buying a 2,40Eur ticket, register all your personal details, make an account, get a confirmation email, open browser, confirm with password, go into app, try to buy again, fill in your personal address, finally come to the Visa card entry screen...honestly..worst ticket buying experience ever. app deleted"
56,Sergey Tolokunsky,1,"August 19, 2019",1,"I purchased a 48 hour ticket. The app offered me to buy the to and return ticket for the airport. Of course I expected that the return ticket will be valid within 48 hours, but it was not. It was valid only for the purchase day. So I spent money for nothing, and no return/change option is available in the app. Poor experience."
57,Cat C.,1,"November 17, 2019",3,"Wiener Linien are great this app is a nightmare! It can't even tell me how long it takes from one place to another by public transport. Every other option (bike, walk, etc.) works but the public transport truly is sh**! Sorry I really love Wiener Linien but they should be able to do better than this stupid app. All I get is an error message for the public transport option on a constant basis. I mean seriously WTH?!?!?"
58,Marvin K,1,"September 3, 2019",1,"No option to add an ticket you already bought, very poor design choice! I bought a Semesterkarte online, but not with the app, once logged into the app, i have no active tickets. trying to add it results in an error called: Fehler innerhalb der Geschäftsvereinbarung. System is way to confusing for people."
59,Niina Hagman,2,"January 28, 2020",3,"Horribly slow server response times, and poor user experience, takes forever before you can actually purchase a ticket.."
60,Darren Beattie,3,"August 18, 2019",1,"Easy way to purchase public transportation tickets. Unfortunately not very GDPR compliant, there is no way (from within the app) to remove my data (or payment method) once I've left Vienna. GDPR means I should be able to easily delete this information from your database. The app is somewhat slow and a little buggy on top of that."
61,Patrick,1,"August 28, 2019",3,"buying tickets is impossible without raging out.i.e. buying a singel trip ticket. you set everything up and press purchase. u wait 20 seconds. it responds with ""due to server error.."" you press again.""order cancelled"".""time out"".then you finally get to the payment information. u fill in and press purchase. sometimes u get an immediate response.""error"" along with a payment confirmation email(paypal). u hit again till u get an email of confirmation of wienerlinien. ticket shop sucks big time."
62,Alessandro Mulloni,3,"September 11, 2019",1,"Nice integrated app for all services in Vienna. Unfortunately my yearly ticket does not show up in the app most of the times. The old Wiener Linien app has the same problem (maybe a server issue?). I can see all my other older purchases, just the yearly pass is missing."
63,Matthias Huber,1,"January 30, 2019",11,"Constantly downloading data in the background, but when you actually open it to show your ticket to an inspector, it takes 5 minutes to load a single ticket. It's hard to believe how much this organization is struggling to release an app that actually fulfills the must basic of purposes."
64,Milan Yovchev,1,"September 3, 2019",0,"Doesn't work and isn't reliable at all. At this stage doesn't deserve to be beta app, and this is in production. Existing yearly card is not displayed, app make sync on every five minute and doesn't retrieve correct information. Beside that ordering of new card doesn't work already couple days."
65,Zoltán Magyarics,1,"August 14, 2019",8,"Still a total disaster. Most importantly: very slow. Crashes frequently as well. Last time it crashed in the last stage of a ticket purchase - ticket already paid, but does not show up in the application. Now what? Am I a ""Schwarzfahrer"" after actually paying the ticket...?"
66,Iulia Buzatoiu,1,"November 15, 2019",2,Twice it happened that I was charged for a ticket and it wouldn't be displayed in the app/gave me an error. The app keeps crushing but still charges you. Worth it if you only use it rarely. But overall you will just lose money. So use with caution.
67,Jafar SS,5,"December 25, 2019",6,Nearby departures are displayed fast and nicely! I prefer this slick app over the slow and overweight Google map. Perfect for people like me who walk and take public transport daily. Good job!
68,Andy Tomlinson,3,"November 29, 2019",2,"Rated this one 🌟 then remove the app, then reload the app, was as before, then after closing the app and restarting it the app came to life, it's a shame that such a great transport system has such a low app rating 🙄 unfortunately after reinstall it was flagged up for being power intensive so I removed it again 😔"
69,Chris Schwarz,1,"August 24, 2019",2,"Buggy. Can't switch off expensive options like CAT or VAL. Need to stop my navigation for settings menu to be accessable. Sells tickets, but doesn't offer the right ticket for my trip. No option to activate the ""Jahreskarte"" and see what's included."
70,Baran Sari,1,"September 16, 2019",3,"Worst ticketing app ever!!! Over 2 months cannot buy tickets, withdrawals of money but no ticket!! Instead of fixing the issue they put a warning message about the issue with ticket purchases. Such an unprofessional way if working."
71,Steve Foister,1,"October 4, 2019",2,"Didn't work. It will not find my work address, nor home: though Qando knows them. Inputting destinations is difficult, with the app resizing. You cannot even just select from the map. Uninstalling and going back to Qando and the old Wiener Linien App."
72,Wolfgang Magerl,1,"March 6, 2019",2,Horrible user experience. Starts automatically on system start and displays emty notifications. Buying tickets takes up to 5 minutes. Sometimes doesn't work at all (server error). Support doesn't respond.
73,Jonathan Leo,2,"March 4, 2020",2,Useful but it's a battery hogger. GPS won't turn off after exiting app. Had to uninstall because of that reason
74,A Google user,2,"October 19, 2018",1,"Good app. Adding an downloadable Offline map along with navigation, transports connectivity to get from the source to destination, offline Citybike stations would make the app more likeable and more usable."
75,A M,1,"November 9, 2019",6,"Too many steps to buy a ticket. Once payment went through, the app stuck on a loading screen, so I could not use my ticket at all! Terrible experience."
76,nichirvan Ali,2,"June 3, 2020",0,Quando is better. Why dont you support both Apps
77,Herbert Zaczyk,2,"August 19, 2019",0,"good looking UI, but always loading in the background or even downloadjng something. I have a yearly ticket, this should not load for several minutes, when it is valid for such a lomg period"
78,A Google user,4,"January 8, 2019",10,"The interface is quite nice, and having the various transport options together in one app is fantastic..... I'm happy to add another star from a previous review now that the map freeze is fixed."
79,Dragan Milovanović,1,"April 1, 2019",1,"Battery drain more then 30% overnight (test for two months), well not only over nights, app is constantly downloading something in background. Uninstalled applicatiin, everything is backed in normal."
80,A Google user,1,"January 5, 2019",0,"Be careful, when taking CAT return ticket: you need to fill in the return date separately. If you miss that entry, all you have is a return ticket on your day of arrival."
81,Erica Hoehn,1,"October 19, 2019",1,"Does not even rate one star. The app managed to stay open long enough for me to buy a ticket, but then kept crashing so I could not access the ticket 😡"
82,scottishdoc,5,"August 13, 2019",0,"Seems to be ok, be careful when ordering tickets that you get the right dates, had the wrong date on one of the tickets, although support managed to sort it out thanks."
83,Yevhenii Vasiutenko,1,"September 12, 2019",1,"takes money, but not gives a ticket. support via email not answering during week. On info point in the metro (U-Bahn) station also can't help to resolution this issue. So sad. I hope my bank will return money. Worst application"
84,Simon Osim,1,"December 28, 2019",5,"Worst ticket process ever!! Takes ages, is confusing."
85,lori f,1,"July 3, 2019",3,"Unfortunately I mistyped some personal information. Now I'm told it's ""Not modifiable"". This is very sad, because this way validation with my university fails :( Definitely this bug should be fixed!"
86,Любомир Вівчарик,1,"August 20, 2019",1,"I going to visit Vienna soon and decide, that it is good for me buy week ticket in this app. I made a payment, but no ticket appear in my profile. Support still doesn't answer to me second day. I don't know what I should to do. Waiting for refund and try again, waiting for the ticket or what. My trip is coming soon and I should solve this to know what to do. It's looks like support just ignore me."
87,Kristina Konjic,3,"October 1, 2018",2,Ever since the last update I can't seem to zoom into the map when I'm looking for a route.... Hope this will change back soon...
88,David Chang,1,"June 8, 2019",2,"online ticket purchase didnt work. my credit card has been charged, but there is no transaction history, hence no ticket"
89,Gintautas Stankevicius,1,"October 27, 2019",1,It crashes Evey time I trying to open it (androidone). I can't see already bought tickets. The old Wiener linen app helps me. It works fine.
90,Damo Clark,1,"November 4, 2019",4,DO NOT USE THIS APP I have just tried to buy a 48 hour ticket twice. Neither time worked. I have now paid for two of these tickets and have nothing to show for it.
91,Ivan Lazic,5,"December 7, 2018",6,"Excellent app with great transport option you want to use in Vienna and with a great guidance. Buying tickets for tram or bus has never been easier. Guys, great job!!! Well done👍"
92,Róża Turowska,1,"October 26, 2018",2,"If you want to make an app for a public transport, first, check how to do it. Stockholm or Helsinki did a great job. Wien Mobile has super bad and painful UX."
93,Nop9 Nine9,1,"September 12, 2019",1,"Very bad apps. Buy ticket on the app, got charged money but app failed to generate the ticket. Bad experiences on the app and office ticket of Wien liner at Wien Main station."
94,Tech Support,4,"October 1, 2019",0,"Easy to install and use, you can buy tickets in seconds. Shows POI and stops for public transport, bycicles. Shows next bus, train, etc. Useful"
95,A Google user,3,"November 20, 2018",0,"Great app, if it wouldn't log me out everytime it closes, even though i have the ""stay logged in"" option checked. Very annoying."
96,Karol Lukács,1,"April 15, 2019",2,"Always downloading background data, terrible way calculating, forced to use app because on website you can not buy single ride ticket."
97,Jakub Lanc,2,"April 29, 2019",3,"Requires way too much personal data, unspecified errors in processing payments, unintuitive UI."
98,Peter Kurz,5,"December 14, 2019",1,"Please change the app icon because it looks really ugly on Samsung phones. Note: on Samsung phones, icons are ""squircle"" shaped. Update: problem has been solved, thank you!"
99,Irfan,2,"November 26, 2018",0,"It's such a pity, that the map of a city like Vienna issued officially by the Very City Council but still lacks English language, I wasn't expecting such a thing from the officials of a city which has been the number 1 city for so many years"
100,Milan L.,1,"December 6, 2019",0,The confirmation code for the registration never arrived. Especially bad if you are in a hurry to buy a ticket...
101,Sneaky Pyosya,1,"June 5, 2019",1,"does not communicate that you need ID with you to use the ticket only after purchasing, now I have completely useless nonrefundable ticket"
102,Shalini Maiti,1,"August 13, 2019",1,Failed on my very first purchase. Keeps throwing an error on a PayPal transaction. why does the day ticket come with so many caveats?
103,Al IA,1,"August 21, 2019",2,"My experience: installed app to buy a ticket, was charged money from credit card, ticket didn't appeared in app, wrote request for refund, uninstalled app."
104,Diana Geiger,2,"December 4, 2019",0,"The app is OK but it freezes constantly and loads slowly when it's opened, basically unusable since several weeks."
105,Tom Venning,1,"February 26, 2019",2,Gets stuck in 'downloading resources' never remembers my credit card. Takes several sign ins to do basic things.
106,C I,1,"July 2, 2019",3,"Compared to the scotty app, it provides a worse service and lacks a lot of important information such as delays in real time or track possessions after accidents."
107,Alexandru Ermicioi,3,"December 9, 2019",0,"Some inconvenient bugs that got my ticket lost, though support is working ok, got a refund."
108,Silvia Watzinger Mezin,4,"June 10, 2019",0,"So far I like it. I have a questio please: where do I find the Umgebung function, that shows me when are the means of public transportation coming? (not the Favourites)"
109,Patrick Felbauer,1,"December 14, 2019",1,"Widget doesn't work, the only reason i use the app, but i just shows a grey backgrpund and the refresh icon"
110,Ruben Daniel,1,"May 11, 2020",1,"Not deserve more that one star only.If I can give 0 star I do it. Intarface is so bad ,the time when bus and trains comes, is not in real,in the real time,to much thing inside of this app for nothing.Unnistall direct.Qando Wien was one of the best app for bus and trains in Vienna and real time,eveytime."
111,Lee Elvin,1,"October 8, 2019",2,Since latest update (08/10/19) app just crashes and is completely unusable
112,Shikhar Garg,1,"June 28, 2019",0,"horrible app, crashes all the time and more importantly doesnt even tell me the station i need to board the train from! What use is it then?!!!"
113,Thomas Guinan,1,"January 1, 2020",3,This app features the worst possible method of online ticket purchase.
114,That Guy,1,"August 17, 2019",2,My account has been charged but the ticket is not showing up. Sent them an email.
115,spec jio2018,1,"December 25, 2019",1,Not showing connections like shortest path with u ans tram included
116,Daniel Ivanov,3,"October 2, 2018",1,I have samsung A3 (2016) and I also cant zoom in or move around the map...
117,Daniel Morant,1,"November 27, 2018",0,The times are always wrong. I don't need an app that is not able to tell me when my train is going to arrive
118,Markus Müllner-Rieder,1,"June 24, 2019",1,App crashes when showing the annual pass.
119,Dru Higgins,1,"November 4, 2019",0,Works 1st time then freezes and have to reinstall again and again
120,Ali Kooti,3,"January 19, 2019",0,the application aborts automatically as soon as I login. this happened mny times. so I moved back on Qando.
121,Stefan Greil,1,"November 16, 2019",0,App freeze at the initial loading screen
122,Antonio Chorbadzhiyski,1,"May 15, 2020",0,I want my easy and fast quando intrrface back !!!
123,Martin Kupka,1,"November 30, 2019",2,Be aware! I was charged the money but I haven't received the ticket! It's a scam!
124,Jordan Minchev,1,"March 5, 2020",1,Very bad. Nothing is working.
125,mustafa haidar,2,"April 22, 2019",2,it's always downloading resources and running in background doin nothin useful
126,stuefi ber,1,"November 16, 2019",1,thanks for abandoning the old app and not letting your customer know in the old app that you have a newone. supa!
127,Denis Starikov,3,"November 5, 2018",1,Why this app tries to get access to my contacts?
128,C L,3,"May 3, 2019",0,Please add the ability to change language of notifications for live updates
129,Miki Unevski,1,"April 10, 2020",0,Whay are you making stupid things return quando this Is b.....
130,Tomáš Polák,2,"June 23, 2019",1,Doesn't work offline = useless
131,Elvira Mestrovic,1,"September 7, 2019",0,Doesn't work. I don't see my card.
132,Matija Žiberna,2,"January 27, 2020",0,It'd great if I was able to register.
133,Svhchuluun Svhee,1,"April 13, 2020",0,Omg don't waste our time
134,Mejesy G,1,"March 5, 2020",1,Quado was more better! I wish there was 0star !
135,Thanh Dang,5,"August 18, 2019",0,Good support for passengers
136,M M Rana,1,"May 25, 2020",0,0ld is gold
137,Guido Robert Reich,1,"February 26, 2020",0,You cannot buy for 2 persons at once...why?
138,Konstantin Hapak,1,"December 5, 2019",1,"Slow, complicated and really bad routeplanning, doesn't take streer numbers into considerarion"
139,pglx68,1,"April 26, 2019",1,Awful app. Useless. A disgrace.
140,Ian-Joshua Contrereras,1,"June 15, 2020",0,Qando was better..
141,Fırat Kağıtçı,5,"January 3, 2020",0,You can get ticket.
142,Marina Berthold,1,"May 28, 2020",1,"Abfahrtszeiten stimmen nicht! Laut dieser App ging die letzte U4 vom Schwedenplatz Richtung Hütteldorf um 00:45, U-Bahn war allerdings schon geschlossen!! Sehr ärgerlich!"
143,rainer zufall,1,"April 27, 2020",6,Es kotzt mich echt an! Es ist zu umständlich. Braucht zuviele klicks. Die App braucht dringend die Möglichkeit die Startseite nach eigenen Wünschen zu definieren - nur die Favoriten oder nur die Routenabfragemaske (wie in qando) - und jedenfalls ohne Standortkarte die immer am Stephansplatz startet!!
144,M. Vaubs,3,"June 3, 2020",1,"Danke für den fix. Volle Punkte dann, wenn ich in der Wochenend Nacht fehlerfrei nach Hause navigiert werde. Gerade zur U-Bahn gerannt nur um ""Betriebsschluss"" auf der Anzeige zu lesen. Könnt ihr nichtmal die aktuellen Fahrplan Daten anzeigen? WTF. War Fr um 1:15h an der U6 Thalia-Straße. Die App hat auch die U1 und U4 als noch in Betrieb angezeigt."
145,Christoph Puchegger,4,"May 16, 2020",2,Schon um einiges besser geworden seit meiner letzten Bewertung. :) Wenn bei spätere- bzw. frühere Verbindungen anzeigen mehr als nur 1 oder vllt. 2 angezeigt werden bin ich überglücklich. :D
146,Theresa Ringwald,1,"June 1, 2020",1,"Nicht user freundlich, zeigt nie alle möglichen Wege an, oft sogar die umständlicheren, trotz settings. Will man zum Menü, muss man zB die Routenanfrage löschen. Wr Linien Seite und App zeigen unterschiedliche Routen an für den gleichen Weg. Die App den komplizierten, längeren. Sinnlose, nutzlose App. Wo ist Quando?"
147,Jon Targaryen,1,"May 9, 2020",2,"Es gibt keinen filter mehr wo man auswählen kann, welche Transportmittel man vermeiden will. Ich hasse die Ubahn. Bei Qando konnte ich auswählen für eine Route ohne die Ubahn zu benutzen Das geht bei dieser App nicht! Total unnötig. Und nein, ich werde euch bestimmt keine email schreiben. Schaut euch dir ganzen Rezessionen an, jeder hasst dir App und ihr wisst ganz genau warum!"
148,M,4,"May 24, 2020",0,"Wien Mobil ist schon gut so und qando war auf keinen Fall besser. Man denke bloß an die unzähligen falschen Abfahrtsabgaben. Qando war nutzlos und Wien Mobil ist immer aktuell und es stimmen die Abfahrtszeiten jetzt immer. Das Interface ist verbesserungswürdig, seht euch mal die sehr gelungene BVG App von den Berliner Verkehrsbetrieben an - die machen das super."
149,Stefan Marton,1,"June 1, 2020",0,"Man glaubt es kaum, diese App ist eine noch größere Zumutung als qando. Sperrige, unintuitive GUI und der Routenplaner funktioniert nur eher zufällig. Jetzt gerade: Angeblich keine Öffi-Route von Kardinal-Nagl-Platz nach Dornbach. Seriously? Kompliziert, unzuverlässig, und damit unbrauchbar."
150,Andreas Hofreiter,1,"June 15, 2020",0,"super unübersichtlich, bei konnte man viel schneller die Liste mit Fahrtmöglichkeiten sehen auch für spätere Zeitpunkt. Geht jetzt sicher auch, aber wie gesagt, mir ist es zu unübersichtlich"
