,name,rating,date,upvotes,review
48,daniel brown,1,"February 16, 2017",0,Muy lento. No fuciona.
49,VBackbone,1,"December 20, 2016",6,Errores de traducciÃ³n
50,A Google user,5,"February 25, 2017",0,Una app obligatoria para una Smart city. El tiempo que pone para espera de buses suele ser acertado en un ~90% de las veces
51,Anatole Miriouk,1,"December 17, 2016",0,Inefficient
52,Juan Carlos Lopez Artigas,4,"May 30, 2016",0,"Para una semana que el servicio de notificaciones debe funcionar, llegan pero no se muestran en la pantalla de mis notificaciones. Arreglarlo para futuras huelgas..."
53,Maria Andreina Franceschi,3,"August 3, 2016",0,"Util, pero"
54,Frederik De Vriese,1,"June 8, 2016",6,Crashes
55,Ignasi GirÃ³ Huber,1,"March 12, 2017",0,No vull registrar-me!
56,Aru,1,"March 16, 2016",0,Es tanca / Crashes
57,pushkar kulkarni,3,"March 6, 2016",1,"Easy to use, nice"
58,MÃ¡rk SZALAI,3,"March 15, 2016",0,English
59,Can GÃ¼ney AksakallÄ±,1,"March 21, 2016",0,Just terrible
60,Chuck LeDuc DÃ­az,1,"February 14, 2016",0,No map. No tiene mapa.
61,Mariangel Pereira,5,"February 29, 2016",0,V useful!
62,!PaweÅ‚Â¡ Pawel,1,"December 2, 2015",0,"From A to B, like a sightseeing"
63,manu Manu,5,"October 12, 2015",0,Gran app
64,William Stuart,1,"July 4, 2015",1,App?
65,Daniel PalacÃ­n,1,"April 23, 2015",3,PÃ©sima
66,Rodrigo GarcÃ­a Cilleruelo,1,"March 5, 2015",0,Deplorable
67,enricalacalle,1,"December 13, 2014",0,Horrible
68,Andreu Pinel,1,"June 17, 2014",1,AplicaciÃ³ decent ...
69,Eliana Gialain,1,"September 4, 2014",0,La versiÃ³n anterior era mucho mejor
70,Raffaele G,1,"March 28, 2014",1,Mejor la version anterior
71,A Google user,1,"June 23, 2014",0,Rubbish
72,Silvia Ramos,2,"April 27, 2014",0,Casi nunca funciona!
73,Lluis Hernandez,1,"May 11, 2014",0,Era mejor la versiÃ³n anterior
74,Supermutant Brute,1,"August 3, 2014",0,Poor
75,Edward Ian,1,"May 9, 2014",0,I like the map based site.
76,Carlos M. Catedra,5,"March 24, 2014",0,Genial
77,A Google user,1,"October 9, 2012",2,Rather use Google maps
78,Joe Perkins,1,"July 19, 2013",0,Vergonzosa
79,Carolyn Ramlal,2,"March 9, 2013",1,No help
80,Ricard LÃ³pez Torres,3,"November 30, 2013",0,L11 i el Funicular de MontjuÃ¯c
81,Kristina Krasimirova,1,"November 24, 2013",0,No funciona correctamente
82,Miquel RÃ mia,1,"December 6, 2012",0,Mapes completament inÃºtils
83,Carlos Medina,1,"January 12, 2014",0,Falla en exceso
84,A Google user,1,"August 30, 2012",0,Won't load
85,A Google user,1,"September 28, 2012",1,Es penja sempre
86,A Google user,5,"October 1, 2012",0,Muy util
87,A Google user,3,"June 1, 2012",1,"Aquesta aplicaciÃ³ Ã©s realment Ãºtil, perÃ² tÃ© diversos problemes que fan que el seu Ãºs no sigui tan fÃ cil com hauria de ser: 1) cada cop que obro l'aplicaciÃ³, aquesta mostra una finestra d'error i seguidament es tanca. El segÃ¼ent cop que l'obro ja funciona bÃ©. AixÃ­ cada cop que vull entrar, tinc que passar per aquest procÃ©s d'obrir, tancar i tornar a obrir. 2) La secciÃ³ de favorits, on es poden guardar les parades mÃ©s utilitzades, Ã©s una opciÃ³ bÃ sica ja que permet fer servir l'aplicaciÃ³ de forma molt mÃ©s rÃ pida. El problema Ã©s que el 80% de les vegades que entro a la secciÃ³ de favorits estÃ  buida. Si ho provo uns quants cops mÃ©s, al final acaben sortint les parades. En fi, m'imagino que tindrÃ  altres problemes, perÃ² aquests dos sÃ³n tan grans que no entenc com no poden estar solucionats a hores d'ara. El meu mÃ²bil Ã©s un Sony Xperia Arc S (Android 2.3.4). Puntuo l'aplicaciÃ³ amb un 3, perquÃ¨ crec que tÃ© potencial i aquests errors haurien de ser fÃ cils de solucionar. L'acabat de l'aplicaciÃ³ es mereixeria una estrella nomÃ©s per."
88,A Google user,2,"July 1, 2012",0,Very buggy app in Android
89,A Google user,5,"April 5, 2012",0,Ahora sÃ­. La habÃ©is bordado
90,A Google user,4,"May 7, 2012",0,Helpful.
91,A Google user,1,"December 16, 2011",1,Se borran los favoritos
92,A Google user,5,"February 13, 2012",0,Oficial
93,A Google user,4,"March 31, 2012",0,Favorits
94,A Google user,5,"January 17, 2012",0,Genial
95,A Google user,5,"November 27, 2011",0,Very useful to quickly navigate in Barcelona
96,A Google user,3,"February 25, 2011",0,"La aplicacion es buena, pero usa muchos recursos de memoria y hardware. El telefono recalienta al tratar de buscar ubicacion GPS! No es facil lograr que pare del todo. The app is good, but uses too much memory and hardware resources. The phone even heated up by trying to search for GPS location! It is not easy to force a complete stop."
97,A Google user,3,"May 12, 2011",0,"Molt Ãºtil, tot i que a l'HTC Desire HD la imatge de la cÃ mera estÃ  voltejada 90 graus. Igualment un 10 de funcionalitat."
98,A Google user,3,"May 4, 2011",0,"Bueno, pero vista de camera girada 90Â° en X10 2.1"
99,A Google user,4,"February 28, 2011",0,Cool ideas. Pretty good app.. LG Optimus T
100,A Google user,1,"March 31, 2011",0,"muchos bugs aun. no funciona el modo paisage. El gps sigue funciando cuando quitas la aplicacion sin hacer un especifico ""exit""."
101,A Google user,2,"November 12, 2010",0,La idea Ã©s molt bona perÃ² el gps no funciona la majoria de vegades. Un plÃ nol de xarxa seria guai.
102,A Google user,3,"February 15, 2011",0,"Ãštil, pero utiliza demasiados recursos."
103,A Google user,4,"September 21, 2010",2,"Great app, must have if u live in bcn. Combine it with 'urban step' and the other TMB app in the market and u r all set."
104,Phenix Bcn,3,"August 12, 2015",0,Not complete &amp; fails to show bus maps
105,Destiny Enigharu Iyamu,1,"April 18, 2015",0,This app doesn't just meet the functional requirements they said it meets. I have to uninstall it after installing it on my phone because I couldn't see how it address the problem they said it will address. Please make it more functional and address the problem it's intended to address.
106,Haide Justo,1,"January 29, 2020",0,"es que ,no intiendo,no me dejan comprar t-casual,siempre decin asi,ha alcanzado el numero de intentos,por favor pongase contacto con su entidad.no si que hago."
107,Melissa V,1,"April 9, 2015",0,Muy lenta
108,Manuel Congosto,1,"July 11, 2014",0,It's even worse than  before
109,pau paula,5,"July 1, 2014",0,molt millor!
110,Blacks Blacker,1,"January 21, 2015",0,Hate it
111,Nathan Falcon,1,"August 21, 2013",0,Crap
112,A Google user,1,"February 28, 2017",0,Ahora obliga a darle los datos para poderla usar
113,Ruben Gironzini,1,"August 5, 2017",0,A real mess !
114,A Google user,5,"November 13, 2015",0,Brilliant app
115,Diego Sotomayor,1,"January 30, 2016",0,Inservible
116,Sandro Kvrivishvili,5,"March 2, 2016",0,Mejor app para moverse en BCN
117,æ¢ä»•å¼º,1,"August 13, 2019",0,Keeps crashing
118,Pol Creel,5,"March 6, 2018",0,The app is easy to use
119,Atqa batool,5,"March 10, 2018",0,I really like  this  app
120,A Google user,5,"December 24, 2017",0,Very good
